2016-05-04 16:11:39,225 [1] DEBUG IRAPI [c:\Git\Code\IRAPI\App_Start\WebApiConfig.cs][25][Register]	##WebApiConfig.Register##
2016-05-04 17:17:16,404 [8] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":5014086,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJqamVCQ3ZjVXBvMlY1dnAzbHZFRHh3IiwiaWF0IjoxNDYyMzkyNTI1LCJleHAiOjE0NjIzOTMxMjUsIm5iZiI6MTQ2MjM5MjQ2NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.m6Flj6qFYIM3VKFGlim-hDvQtyM-yffGZxONSXO-Fg8","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:17:21,192 [41] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][195][DeleteAuth]	##Delete.Auth## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:17:21,290 [41] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJqamVCQ3ZjVXBvMlY1dnAzbHZFRHh3IiwiaWF0IjoxNDYyMzkyNTI1LCJleHAiOjE0NjIzOTMxMjUsIm5iZiI6MTQ2MjM5MjQ2NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.m6Flj6qFYIM3VKFGlim-hDvQtyM-yffGZxONSXO-Fg8","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:17:21,293 [41] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][61][ExecuteAsync]	##Master.ExecuteAsync.AtualizarSessionData## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJqamVCQ3ZjVXBvMlY1dnAzbHZFRHh3IiwiaWF0IjoxNDYyMzkyNTI1LCJleHAiOjE0NjIzOTMxMjUsIm5iZiI6MTQ2MjM5MjQ2NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.m6Flj6qFYIM3VKFGlim-hDvQtyM-yffGZxONSXO-Fg8","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:17:21,297 [41] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\APIUsuarioADO.cs][203][AtualizarSessao]	##Master.ExecuteAsync.AtualizandoSessionData## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJqamVCQ3ZjVXBvMlY1dnAzbHZFRHh3IiwiaWF0IjoxNDYyMzkyNTI1LCJleHAiOjE0NjIzOTMxMjUsIm5iZiI6MTQ2MjM5MjQ2NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.m6Flj6qFYIM3VKFGlim-hDvQtyM-yffGZxONSXO-Fg8","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:17:21,330 [41] DEBUG IRAPI [c:\Git\Code\IRCore.DataAccess.ADO\APIUsuarioADO.cs][226][AtualizarSessao]	##Master.ExecuteAsync.AtualizandoSessionData.SUCCESS## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJqamVCQ3ZjVXBvMlY1dnAzbHZFRHh3IiwiaWF0IjoxNDYyMzkyNTI1LCJleHAiOjE0NjIzOTMxMjUsIm5iZiI6MTQ2MjM5MjQ2NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.m6Flj6qFYIM3VKFGlim-hDvQtyM-yffGZxONSXO-Fg8","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:17:21,606 [8] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:17:21,609 [8] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:17:22,091 [6] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:17:22,094 [6] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:17:26,896 [52] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:17:26,899 [52] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:17:27,543 [27] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:17:27,546 [27] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:17:42,832 [41] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:17:42,836 [41] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:17:43,291 [8] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:17:43,294 [8] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:17:43,433 [52] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJqamVCQ3ZjVXBvMlY1dnAzbHZFRHh3IiwiaWF0IjoxNDYyMzkyNTI1LCJleHAiOjE0NjIzOTMxMjUsIm5iZiI6MTQ2MjM5MjQ2NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.m6Flj6qFYIM3VKFGlim-hDvQtyM-yffGZxONSXO-Fg8","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:19:46,313 [31] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:19:46,316 [31] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:19:46,890 [31] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:19:46,893 [31] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:20:11,799 [8] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:20:11,801 [8] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:20:12,328 [27] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:20:12,333 [27] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:20:36,296 [21] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:20:36,298 [21] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:20:37,063 [8] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:20:37,066 [8] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:21:03,436 [21] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:21:03,439 [21] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:21:03,780 [21] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:21:03,782 [21] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:23:48,937 [22] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:23:48,940 [22] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:23:50,037 [22] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:23:50,040 [22] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:24:14,005 [27] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:24:14,008 [27] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:24:15,057 [21] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:24:15,060 [21] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:25:34,149 [21] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:25:34,153 [21] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:25:34,612 [21] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:25:34,615 [21] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:26:09,730 [21] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:26:09,734 [21] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:26:10,033 [21] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:26:10,036 [21] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:26:50,987 [27] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:26:50,989 [27] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:26:51,463 [22] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:26:51,466 [22] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:27:36,166 [31] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:27:36,170 [31] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:27:36,906 [27] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:27:36,908 [27] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:27:54,335 [21] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:27:54,339 [21] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:27:55,430 [27] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:27:55,432 [27] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:29:28,626 [22] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:29:28,629 [22] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:29:29,218 [49] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:29:29,221 [49] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:29:42,880 [27] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:29:42,883 [27] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:29:43,790 [27] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:29:43,792 [27] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:30:06,007 [27] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:30:06,011 [27] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:30:06,385 [31] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:30:06,389 [31] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:31:16,631 [51] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:31:16,634 [51] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:31:17,939 [51] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][195][DeleteAuth]	##Delete.Auth## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:31:18,622 [51] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][57][ExecuteAsync]	##Master.ExecuteAsync## SESSION_DATA {"EntregaControleID":0,"ClienteEnderecoID":0,"PDVID":0,"ClienteID":0,"SessionID":"4babm44h3a3eb2kwjrujz3oi","UsuarioID":1657,"LojaID":2,"CanalID":2,"ValesIngressoID":null,"EnderecoTemp":null,"SiteID":1,"TokenPayPal":null,"biletoToken":"eyJraWQiOiJrMSIsImFsZyI6IkhTMjU2In0.eyJpc3MiOiJiaWxldG8iLCJqdGkiOiJqamVCQ3ZjVXBvMlY1dnAzbHZFRHh3IiwiaWF0IjoxNDYyMzkyNTI1LCJleHAiOjE0NjIzOTMxMjUsIm5iZiI6MTQ2MjM5MjQ2NSwicGwiOiJ7XCJhY2NvdW50SWRcIjpcImMzZDI3MzZiLTU2NmItNDg0Zi05NzFkLTBjMmY5MDhlNzU0OVwiLFwidGVuYW50SWRcIjoxfSJ9.m6Flj6qFYIM3VKFGlim-hDvQtyM-yffGZxONSXO-Fg8","biletoUuid":"c43cb839-b634-4663-8fe3-2e68da38effb","Guid":null}
2016-05-04 17:31:18,858 [8] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:31:18,862 [8] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:31:19,601 [22] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:31:19,604 [22] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:32:26,803 [21] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:32:26,806 [21] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:32:27,682 [21] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:32:27,686 [21] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:32:28,184 [8] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:32:28,187 [8] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:32:29,153 [22] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][1020][GetLogado]	##Get.UsuarioLogado## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:32:29,157 [22] DEBUG IRAPI [c:\Git\Code\IRAPI\Controllers\MasterApiController.cs][167][CarregarCliente]	##CarregarCliente## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:33:42,776 [51] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][2763][PostRecuperarSenha]	##Post.RecuperarSenha## SESSION 4babm44h3a3eb2kwjrujz3oi
2016-05-04 17:33:42,779 [51] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][2767][PostRecuperarSenha]	##Post.RecuperarSenha## SESSION 4babm44h3a3eb2kwjrujz3oi, USERNAME connolly0101@zoho.com
2016-05-04 17:33:42,783 [51] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][2778][PostRecuperarSenha]	##Post.RecuperarSenha.BiletoAtivo## SESSION 4babm44h3a3eb2kwjrujz3oi, EMAILCPF connolly0101@zoho.com, MSG`: Recuperando senha no Bileto
2016-05-04 17:33:43,649 [51] INFO  IRAPI [c:\Git\Code\IRCore.BusinessObject\ClienteBO.cs][1621][BiletoForgottenPassword]	##ClienteBO.BiletoForgottenPassword.SUCCESS## EMAILCPF: 'connolly0101@zoho.com' STATUS_CODE: 'OK'
2016-05-04 17:33:43,653 [51] INFO  IRAPI [c:\Git\Code\IRAPI\Controllers\ClienteController.cs][2825][PostRecuperarSenha]	##Post.RecuperarSenha.Sucesso## SESSION 4babm44h3a3eb2kwjrujz3oi, USERNAME connolly0101@zoho.com
